,title,currency,price,condition,Processor,Screen Size,Color,RAM Size,SSD Capacity,GPU,Processor Speed,Brand,Series,Type,Maximum Resolution,Model,Operating System,Hard Drive Capacity,Storage Type,test,URL
112,Dell Latitude E6540 Core i7 4600M 2.3GHz 8GB RAM 500GB HDD 15.6'' No OS Laptop,US,50,For parts or not working,Core i7 4600M,15.6,,8GB,,,2.3GHz,Dell,,Laptop,,E6540,No OS,500GB,,,https://www.ebay.com/itm/134637200845?hash=item1f5900a5cd:g:41gAAOSwzUdkfdus&amdata=enc%3AAQAIAAAAsNMAQR7xwEQLb7WbJ%2FB03Rmj2s1fXVy3nX14XsZrVN6XicvOLGqglk3J0587KbMrmPvflo%2B6jhPWjZx6vmvmr0WI06w0KAYC1d96mZQBOwlHAJNELOKhWfq2uKZ%2Fpev%2BLqoKDo9Ie91ouA6w07zkz0m54npjCqOEFZNhKikixoYduZIN1kko3aplz3p8QeQK69noxlyZnTrxADG9OH8QtnXr4AAgfbRnXzJbu4sXNjhT%7Ctkp%3ABk9SR8bSv42jYg
113,"Dell Precision 7720 i7-6820HQ 2.7GHz, 32GB, 1TB SSD, 17.3"", P3000, Win 10 Pro",US,289,Used,Intel Core i7 6th Gen.,17.3 in,,32 GB,1 TB,,2.70 GHz,Dell,,Notebook/Laptop,,Dell Precision 7720,Windows 10 Pro,,SSD (Solid State Drive),,https://www.ebay.com/itm/266314690898?hash=item3e0197b152:g:NWwAAOSwaT9kmup2&amdata=enc%3AAQAIAAAAwDzH1ocD%2F5XH7BTfZTzqmNOuYYyRRmVFU5kpiY7MLceaePFQAJFXfz8IFa9tUT1VPRC0sKYXumMbmozvJnXXebWSfDIb7AUqXWFagbuzyqcoAtZH0MiIQy0IDA1e8r8R0VoqiniP7afLYtBa3jKJs%2Bt7qLoy3krIxkFx9j7V9KEacw1mMlIDFqRFl6zJJFCHOdu%2BlT9WQwnZ6VrRgMc7QZBJ366iQdbVkyfWgOAoHp0VLyyJc7Qo3bV0eN6erw128A%3D%3D%7Ctkp%3ABk9SR8bSv42jYg
114,"Lenovo ideaPad 3 17IML05 Laptop 17.3"" i5-10210U 1.6Ghz 8GB 256GB SSD -READ PLZ!!",US,269,Used,Intel Core i5 10th Gen.,17.3 in,Blue,8 GB,256 GB,Intel UHD Graphics,1.60 GHz,Lenovo,IdeaPad,Notebook/Laptop,1920 x 1080,Lenovo IdeaPad 3,Windows 10 Home,256 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/285028345387?epid=17039565851&hash=item425d03662b:g:QfgAAOSwHr1jIJNj&amdata=enc%3AAQAIAAAAwMuKk2hMciMHFzC4C5SuIxjsYbOonsiI7hUl0P08%2B1pROhyHcS8Tnv0rKS3VXRvff2Iv9nX2MVS17FFLQBowBQSQdNU2Lslc2H9BxRZuFjUIYMIXiNARnemwh828M5iK8pH0%2B5V%2FQhB57cXp1wAKX8nr10hyNuMOIYNgaz8qP5P%2B8sNZJ8Qj1Qng7RF4KBN9%2Flte3fceQGrHKup2q27YQtZyqdDwyhvdzHsDvJaF8nPGfDUe%2F9O8XNn1s4%2B%2BqoIMiQ%3D%3D%7Ctkp%3ABk9SR8bSv42jYg
115,"L@@K Lot of 3 Dell (7390 2in1, 7480,7480 laptops parts or repair. Boots 2 Bios",US,169,For parts or not working,i7,14 in,Black,,,,,Dell,,Notebook/Laptop,,7480,Not Included,,,,https://www.ebay.com/itm/225650010364?hash=item3489c9e8fc:g:PWEAAOSwk0Fkoazd&amdata=enc%3AAQAIAAAA4N2H3ZNI9oFufYS2aHAtOCxCl9qS%2BRQUq8wF4p6iLmhhaaaNuXg1GJJXZjCAsVmmQQs8ZZ5MbcmIGQJhdG5eqaUW%2FcDZZuHdCNYDBSZRbTLb3FbaBr9rA3DtbDpIXsVXlUGFpehubTSPY2%2BQDlaSMnUBqk%2BM0%2FyODUs37rkv4XcOOCEK0OBG0Z8qyA7Rfm3IQ6XCnxqZrVHz6MJsiMYuraPzI3V%2Fq8toTQWZNCrcdxHPfoiNQ63vktjnhPwPx4QcudtZ%2BRp5tq%2B8uzoT8RUb7IEmT8cH4xoCxl%2FmXRlPeBLA%7Ctkp%3ABk9SR8bSv42jYg
116,Dell Latitude Rugged 5414 Touchscreen Core i5 @ 2.4GHz 16GB RAM No SSD w/Charger,US,129.99,Used,Intel Core i5 6th Gen.,14 in,Black,16 GB,,Intel Skylake Graphics,2.40 GHz,Dell,Latitude,Notebook/Laptop,1920 x 1080,Dell Latitude Rugged 5414,Windows 10 Pro,SSD,SSD (Solid State Drive),,https://www.ebay.com/itm/185962662608?hash=item2b4c3d0ad0:g:I4sAAOSwAk5kmejP&amdata=enc%3AAQAIAAAA4HWIAjVdTk%2BXu7lCBaNjH4dmLtQb70sAP5qj%2FmRO%2BDveIT9deSR3AX7lJvbZ4qjsIy3K%2BPO7NzzfmYXBNgFhtvhU5c8J1CchbO4UOzFTrLmdc2qjx5tJDbT8QvMwAxt2r7lJiagpVwgyIgvbCmRrVPlRAayBycGDvgzkZeBgmwRO%2Bc%2BQrwt41mR5Co%2BUN2L%2BjT66dvEgpE9aaYdzoODpFh0b1naqM0t1FfLyWi34cRx82NzcVxIjDSNEU3a%2Fqbvk3lMrodje3lkA996cHo8T4A7PY22RM5cTfQtjyhGVSGA7%7Ctkp%3ABk9SR8bSv42jYg
117,"Dell Latitude 5414 14"" Touchscreen i5-6300U 2.4GHz 8GB RAM No OS/SSD w/Charger",US,119.99,Used,Intel Core i5 6th Gen.,14 in,Black,8 GB,,Intel Skylake Graphics,2.40 GHz,Dell,Latitude,Notebook/Laptop,1920 x 1080,Dell Latitude Rugged 5414,,SSD,SSD (Solid State Drive),,https://www.ebay.com/itm/185964442232?hash=item2b4c583278:g:5t0AAOSw5tNknZyl&amdata=enc%3AAQAIAAAA4JWSQafe9%2F8rZVQei73X7xO0Y81CAABljQc0bnC7SEXci5zxl95y82pdlMHW4DIWK8mMKTAVNfcwCWQeS64Qd%2BgYlaCGAKecgqqMAuIwRZIHjreLqjBaOxQDoaWjIUPcnI7iGy9DrqNI%2BcGp0HH49Z31iT9L5woFExqGFveOR7sz7eXS5hcYNwqXfpRLDhZLLPZuAtGTu1zZduNJJRpaJI7E%2BVsspghGJLgM9JQq0doaLu6geAG1ZLMNRREQ77q%2FMFexaSiVfy4TkmPS2baWGY3f77So5avlrCLF9zOWDtNK%7Ctkp%3ABk9SR8bSv42jYg
118,Lenovo Thinkpad T580 i5 Laptop with fingerprint scanner and 2 batteries,US,128.5,Used,Intel Core i5 8th Gen.,15.6 in,Black,16 GB,120 GB,Intel UHD Graphics 620,1.80 GHz,Lenovo,ThinkPad,Notebook/Laptop,1920 x 1080,Lenovo Thinkpad T580,Windows 11 Pro,120 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/125993127170?hash=item1d55c68d02:g:QB4AAOSwFMpjb~Bs&amdata=enc%3AAQAIAAAAsFiEIvgdR%2BCk5LykYXVelxyTv1X5y8x%2FAy9JXiFCKsrxPbgIdDtvH9lkRXNGhmZ038Y7sDFrxclf7uWwP%2BylJosG7oEG6ODNuxSYcUv9QJEB2eB88%2Bt%2BIznHT%2BUbvgvdvVHJ5k8Z%2FeQwYjWlSdMZ7qHo8MmbeyoofUjKw5cAHpPbsNst2sUkTC%2FYkL6OFOa8wVYzB3bwpUHXR3h3pYL62PdLa2%2BgvVAqQdWJ69JEBKRW%7Ctkp%3ABk9SR8bSv42jYg
119,MSI GS66 12UGS I9-12000H 32 GB DDR5 3070 TI 360Hz USED GAMING LAPTOP,US,"1,000",Used,MSI,I9 12th Gen,15.6 in,,,,,,,Notebook/Laptop,,msi gs66 stealth i9,,32 GB,,,https://www.ebay.com/itm/385337534738?hash=item59b7e82912:g:JD4AAOSw8wdjuL6N&amdata=enc%3AAQAIAAAA4IfkwYLGKbxeKHNUeyHW3D728R0%2BOCrkTMULcKvcUfv9KyMY9nTt1gVicHmSWLWyYmsjstgcAmvrpR6oAax0owJKtiVFz%2FB6VlC%2BeqVV%2FMVsF%2FjjlkSFsaHd%2BtTvO7oGEcu1cg%2FODh%2F6HD5yb85qzm1KL6nrMhAAmdhQaLu0WjyXfV4QHdMU7h2SD7%2FG%2Bix3hKKbeeN63f%2B%2Bxg2A%2BYRZ%2FIdJ8CyLocYfY0fi1dBU%2FMbCcw%2BgIa6LpLKAGGfG3SH7%2BBsRZOFM4hpP1HVS%2FblouYInnjoIdJDYKb7VmAELH6Xo%7Ctkp%3ABk9SR8jSv42jYg
120,Lenovo Thinkpad T580 i5 Laptop with fingerprint scanner and 2 batteries,US,128.5,Used,Intel Core i5 8th Gen.,15.6 in,Black,16 GB,120 GB,Intel UHD Graphics 620,1.80 GHz,Lenovo,ThinkPad,Notebook/Laptop,1920 x 1080,Lenovo Thinkpad T580,Windows 11 Pro,120 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/125993127170?hash=item1d55c68d02:g:QB4AAOSwFMpjb~Bs&amdata=enc%3AAQAIAAAA0BdEjcy8WQWP%2FasqjNef1mXkLAtpNb8EP5RwIs1jSMXhWlm7IknEXDGGD3%2F5DugY8%2Fdc%2FXGUGD0M4GEYu%2BBwAVZBKc81XfJdtrJN0tNKr4UiPHqnf6jIInYeDav9S5jhs9kFExP5AIhm19k4vMvVc2BCdtVD5Ze3Ttfb8p0P2%2Bj4lRf2ekZdp08nR9%2BvqAhBWe%2BE5ZUVhYrAlnqDziDsu1KP47XXigQGv7A4X27j3KSTJwkGYItYP%2BxMi6QdhWAIeC70aIaXxSB4i4RHRfg%2FbSo%3D%7Ctkp%3ABk9SR5S2x42jYg
121,MSI GS66 12UGS I9-12000H 32 GB DDR5 3070 TI 360Hz USED GAMING LAPTOP,US,"1,000",Used,MSI,I9 12th Gen,15.6 in,,,,,,,Notebook/Laptop,,msi gs66 stealth i9,,32 GB,,,https://www.ebay.com/itm/385337534738?hash=item59b7e82912:g:JD4AAOSw8wdjuL6N&amdata=enc%3AAQAIAAAA4IfkwYLGKbxeKHNUeyHW3D728R0%2BOCrkTMULcKvcUfv9KyMY9nTt1gVicHmSWLWyYmsjstgcAmvrpR6oAax0owJKtiVFz%2FB6VlC%2BeqVV%2FMVsF%2FjjlkSFsaHd%2BtTvO7oGEc7SLk2Lnd3ZRusr02Xju8eJGslAzaadr20B3sdczGwZAJRLitw701m%2BtjKOoY63AE%2FvJLbFjTPHjJjWvE%2BkMCcEaxNr2I%2BC8zVd3N6gRn7wrAyDUdmbLq3es%2BbR6qfxmyDrICFmNLe9J%2Bqx68rDAu1VGbKQmM6R6LZlJAlTkQQ%2F%7Ctkp%3ABk9SR5S2x42jYg
122,Lenovo - Yoga 7i 14 2-in-1 14in Touch-Screen Laptop - 82BH0004US,US,349.99,Used,Intel Core i5 11th Gen.,14 in,Gray,12 GB,512 GB,Intel Iris Xe Graphics,2.40 GHz,Lenovo,Yoga,Convertible 2-in-1 Laptop/Tablet,1920 x 1080,Lenovo Yoga 7,Windows 10 Home,,SSD (Solid State Drive),,https://www.ebay.com/itm/204172952308?epid=24042452893&hash=item2f89a802f4:g:N3sAAOSwZyJjikpH&amdata=enc%3AAQAIAAAAwFxKtSHw%2BK3g4NaGYTxsbIdkh3XYiVcyEdzwfbEYwL6J%2B3M2xuXhLusJDYlX32ltk3Q2k0MSwDkezIU1yZTLFnTdDCh76re3Ju0CJBw%2FvxcSUDftIfmUzqtJ%2B2xqjZ26v9%2BFgp9YQCG15wg9ityZlCOMH9az%2BLPbm96KQBhDg4fRNsUG%2BT6%2FVy1h1cdYzR6%2Bq%2B6MY1zoonn8%2FSrN4eZvOxHr9Kna1Mv8v1oRatkw6eqs1YcH5MwWuGLhzrBNYlATpQ%3D%3D%7Ctkp%3ABk9SR5S2x42jYg
123,"Dell Inspiron 14z 5423 14"" i7-3517U, 8GB RAM, 32GB SSD, 240HDD, Windows 11 Pro",US,28,Used,Intel Core i7 3rd Gen.,14 in,Gray,8 GB,32 GB,Intel HD Graphics,1.9 GHz,Dell,,Notebook/Laptop,1366 x 768,Dell Inspiron 14 5423,Windows 11 Pro,240 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/354866566645?hash=item529fb215f5:g:VRMAAOSwODdklJi3&amdata=enc%3AAQAIAAAAsAH9c55ke6UZ5ei3QYWljzONoudrBr%2BSG3LsZEc%2F9CdzGs12a8Vq%2FGoc2fMf8SXXtH7bjQQa2UtgImSwEgRiC6H4yARUgvKvMklHwgQ%2FKuksHSYC2QGIGxiWCdpzwYNR2AfqlM2xYVV3qt4srOtokZluPqizZo5zSI49%2FU23JbhyIgrrD%2FiKtjrdTBZkQQ9NwhMdZDe7%2FaAHaKzxWURnv1Xm%2FcW%2BgAg2iLbK4tVbkRM5%7Ctkp%3ABk9SR5S2x42jYg
125,ASUS VivoBook TP412FA-WS31T Core i3 10th Gen  128GB SSD Ram,US,172.5,Used,Intel Core i3 10th Gen.,14 in,,,,,,ASUS,,,,,,,,,https://www.ebay.com/itm/204379595982?hash=item2f95f924ce:g:gskAAOSwPDxkmzaC&amdata=enc%3AAQAIAAAA4AbHW%2F8IrokMAB%2BXCR0joyyml%2BVq6zt17XADbmxwPolYbNCHWY7i2PE87tKIRy1Pw9pVcYoRf%2FBU42wxYxfA4vfBPyL4bs3NUneb9gNQov3y93T22aw8X4ip9fVLeYzvmgI%2BHjhz2mSVkSPeY0KgD7krhNvVJ9zSVmhNxxc%2F69XY%2Fb4IKFpaTtoWnCOgVC%2BLqHVkwd3TjYXDWoohitlcy5CsD2t4Uy7BdwCYeir53kDjLV25h5N1Aso2Ce2Z%2BnjAitlYJfKrHaKtONQ9POgksIyi80czvIIZ3Ps%2FjHEZp%2Fa5%7Ctkp%3ABk9SR5a2x42jYg
126,Dell Latitude E5470 Laptop BOOTS Intel Core i5-6440HQ @ 2.60GHz 8GB RAM NO HDD,US,72,Used,Dell,Intel Core i5-6440HQ,14 in,,,,,,,,,,,,,,https://www.ebay.com/itm/195845681572?hash=item2d994ff1a4:g:XdYAAOSwpTBkmzR4&amdata=enc%3AAQAIAAAAsHAfrD2FsqanmSKAcvrSD%2FqfqbqtPmRQCY4v8OEeT43%2BsiSLfGrOepVJGVjxgd%2B5N8JDdVreLzKxqw64d%2FsMUYowgfvMatrg8wcWUOzx1YwOcJtAwB76%2FGzkSK%2Bc5dKtc7LVGYcG3MTVqiyor5TxNafkYtfC7rMBkXlElQvA7eTGfWU5DUYmhPx8yiI3%2BmgZYUDqp4fFCTB28Jq1PMV%2BNveayOn1t52%2Bka0fRmxIDuas%7Ctkp%3ABk9SR5a2x42jYg
127,"Asus ROG Zephyrus M16 GU603 16"" 2022 FHD 2.5GHz i9-12900H 16GB 1TB - RTX 3070 Ti",US,"1,499.99",Excellent - Refurbished,Intel Core i9-12900H,16 in,Black,,1TB,,2.50GHz,Asus,,Laptop,,Asus ROG Zephyrus M16 GU603,Windows 11 Home x64,,SSD,,https://www.ebay.com/itm/285024494160?hash=item425cc8a250:g:ejwAAOSw5ohjYsCb&amdata=enc%3AAQAIAAAA4HR1mQIP6fTZYv3eCp5%2B%2F0L3r7FVLHbSUl1hXOiWYBRXq8CfykF1Wn3stWQZ22J9qejxhNcU6MGR1kUAYjLWYUP5lsNemAcG8asGN40ZZcLOBcLfs5cwCVOTPFcynn34XKbS356hetuII%2F2uIPIgIR%2FFnTZ0CEDgF9JPoYaIwhhxtfjd%2Bx34WBJoJUDw7lYTJVJw7C0g60mm5WPMCQRfg0gNcZXibPYHNoebCBpsbQ0Zvq2l8NnqF%2B7QG7wqvBkiYm8os2XE0LncZ7XcqHfK7WW0Ol%2Bgz7asRy2Cp4Q4BhJQ%7Ctkp%3ABk9SR5a2x42jYg
128,"Lenovo YOGA 260 2-IN-1 14"" FHD i7-6500U@2.50 GHZ 16GB RAM 256GB M.2 I 28471WK",US,102,Used,Intel Core i7 6th Gen.,14 in,Black,16 GB,256 GB,,2.50 GHz,Lenovo,Yoga,Notebook/Laptop,1920 x 1080,Lenovo Yoga 260,Linux Mint,256 GB,M.2,,https://www.ebay.com/itm/394705986786?hash=item5be64f64e2:g:tnsAAOSwnvRkmzJ3&amdata=enc%3AAQAIAAAA4By7xQoMzrs6nGXpv2fIs5C6fvx63wNy8nY%2FaoeQC3wNRJwwh%2F2ydMBUFvoMzvrpMxuSxYBqmaV1QwoUn3CTys20wpIPVdRaFGf9ECWMTtNCw6%2FIx28xvwwFZsEXhbaoOd2GRHGYEeBQ%2Flf7UkHbGF8EhhsZgJlPTygjo4D%2FLef8%2BJK8MDnrnDGxBiyiobszcEhgVXbasDEWeDqaKe37P7uBsXxqc0UUMwAn3aUZD%2B451mKhLHlK6vov9Ez%2Bn1dE8Anj3Cdo462G1EKytoTBpebJ0A9lGj%2Bb%2BaUXgpVsDDBv%7Ctkp%3ABk9SR5a2x42jYg
129,"MSI Prestige 14Evo 14"" FHD Intel Core i7-1195G7  32 GB RAM 1TB SSD",US,545,Used,Intel Core i7 11th Gen.,14 in,Black,16 GB,1 TB,Intel Iris Xe Graphics,2.90 GHz,MSI,Evo,Gaming Laptop,1920 x 1080,MSI Prestige 14,Windows 11 Home,1 TB,SSD (Solid State Drive),,https://www.ebay.com/itm/145145809725?hash=item21cb5d4b3d:g:k18AAOSwsqJkkGEp&amdata=enc%3AAQAIAAAAwHI%2FBFhCT1PZNLYzYS7axKsSi2BaeTUY7D8H9gNOCYWSjuUwE9fIUxfYN0%2B6hL5aTv%2BR7d9WpYG8hbDV88g9Y8e%2F9s8Qu0CG638FvHi3E3WKnjSurLCoYDlztxd00Lpu0gBJ%2BHBmrob6%2FS1uxmFJf4IlSgiJnId3InAFxMo75apzOGrkUDDdoo6NDGjyeqVFOCANMHpsCNQzU7DON%2FY4imbVwsGindq06G3cvQyxJXGRY7SnqAY7QVC9kpOKJZd12w%3D%3D%7Ctkp%3ABk9SR5a2x42jYg
130,"2020 Dell G7 15 7500 i9-10885H 32GB 1TB SSD 15.6"" UHD 4K OLED RTX 2070 W10 PRO",US,"1,419",Certified - Refurbished,Intel Core i9 10th Gen.,15.6 in,Black,32 GB,1 TB,NVIDIA GeForce RTX 2070,2.40 GHz,Dell,G Serie,Notebook/Laptop,3840 x 2160,Dell G7 15 7500,Windows 10 Pro,,SSD (Solid State Drive),,https://www.ebay.com/itm/325408767028?epid=14057882363&hash=item4bc3dfbc34:g:klIAAOSwdPBjYsBP&amdata=enc%3AAQAIAAAAwGQPJec3DnsJRG0iWcFfQzK7TH%2BwOuBQeGP%2BtYR9%2BzVGS76hLzVd8w42%2Bokk4FKGr4dDG1x7q6r%2FmQTKmzqKB1sEC%2BZUYAd1DAS%2BbTcZkWl99SscJbcQGEdR%2FjPgObvrzIPbgx90JR5%2FxXnDkQTnWhZ4ftVbFOjO%2FB7kTC4LxZE%2BQzMen3K5iD9xjgYIdDH%2FukzsxX3B9P11SPwje8T9hFotaFS7voCJ%2FRkRi0QDUGEhNg9eUzE24QYuPWcW1wQKVA%3D%3D%7Ctkp%3ABk9SR5a2x42jYg
131,MACBOOK PRO A1398 2013 LAPTOP CORE i7-3720 @ 2.60Ghz 16GB RAM 250GB SSD (lpC33),US,199,Used,Intel Core i7 3rd Gen.,15.5 in,,16 GB,250 GB,,2.60 GHz,Lenovo,,Notebook/Laptop,,Macbook Pro,,250 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/225482355613?hash=item347fcbb39d:g:YeMAAOSwgdFkEhC~&amdata=enc%3AAQAIAAAAsF8Mg6yHhUa2I1C8R2i9%2FjSIVrEdGO%2BednfsmzL3z69dONRpzbvQoDqRzVRrO8sZ1jjCk0eetmTkbFq%2FxUiVrlBaE%2BtbOA9upRsM%2BY6phmb8G8szuxtWIc8pU5vf1PFfCYcEQWBw4wqX3OncfyIqp6bQbh%2F3N6tIs1z6%2BFEX2zOZpIWpzyRiuDaTu4meJ%2BZNCF5GEPHxGpb3GxEhLBue8dL%2F9jOQKk6usmhWgSo%2FgIvZ%7Ctkp%3ABk9SR5a2x42jYg
132,HP Pavilion Gaming 15-ec1073dx Ryzen 5 4600H 16GB RAM 512GB + 256GB SSD GTX 1650,US,509.95,Used,AMD Ryzen 5 4600H,15.6 in,Black,16 GB,512 GB,NVIDIA GeForce GTX 1650,3.00 GHz,HP,Pavilion,Notebook/Laptop,1920 x 1080,15-ec1073dx,Windows 11 Home,512 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/204370501277?hash=item2f956e5e9d:g:KO0AAOSw981kjjLh&amdata=enc%3AAQAIAAAA4GPYc%2FZq5lFjyfkpXCAo1r%2FjHDwdNLiaihnYq2DYljzytc8Daff1bea6GR48eUDTqn2w7dYQrXDySfG2ITce663VsgqTCBYv2JUxv83QsxjRH4ufCxLdz0QhcxPHOxTCj0Jq8zWpMCA7NDIHJJs4zv57PTULGCZxsXtm%2FpYdlUe%2FFEU0dtyPDQBvJCNuNYy9k02HiTsq0upgRzWzXXQfm24nKzShE3pGO%2Bm5Bc%2FWMOV%2FAroJALc3z%2BKy8eCUzv8SxKEQAQCdggdtB0F4yhywsffWxoDzgDrYUibwCqQWScLc%7Ctkp%3ABk9SR5a2x42jYg
133,"GETAX S410 G2 14"" i5-8250U 8GB RAM 512GB SSD Rugged Laptop windows 11 Pro",US,399,Used,Intel Core i5 8th Gen.,14 in,Black,8 GB,512 GB,Intel HD Graphics 620,1.60 GHz,Getac,Getac,Notebook/Laptop,1366 x 786,Getac s410 G2,Windows 11 Pro,512 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/155607446023?hash=item243aed3207:g:DtEAAOSwnf1ke6Mx&amdata=enc%3AAQAIAAAA4A1dRxBhogzSknRe8kwKwggFceGXWmsoazdWy6Qo2zrvl%2BPfpp2qjEh8qgJXAd8sJkjTWgR4RnkzcyI8W3XxM%2B3QO3FAW45Q1XJj%2BPmoaohR5RZBLGFao2RX1B6IFK%2Fj8JfcaumWurr2bauU9hGqUXBVF0D8RWmewF6yvUuQXdDotObzVftp4x6%2FTGxmswEp3Spn1iEomL5ylybBRGxi6eGLIYVzfqmJ7Vzu8W2W61jTP9YXldWgDyn6MBG2rV9e%2Fvdwk0EL7cMBTYOZ9iVdj2lwD0GtyQs%2Fbay%2B4wC4Njrw%7Ctkp%3ABk9SR5a2x42jYg
134,"Lenovo ThinkPad E14 Gen 2 14"" Intel Core i5-1135G7 2.40GHz 16GB 1TB SSD  #17",US,329,Used,Intel Core i5 11th Gen.,14 in,Black,16 GB,1 TB,Intel Iris Xe Graphics,2.40 GHz,Lenovo,ThinkPad,Notebook/Laptop,1920 x 1080,Lenovo ThinkPad E14 Gen 2,Windows 11 Pro,1 TB,SSD (Solid State Drive),,https://www.ebay.com/itm/155607446037?hash=item243aed3215:g:Su0AAOSwMMNkf4~F&amdata=enc%3AAQAIAAAA4EmElUdp226zkWaunuTi9rFuM3dBDg9dSpyQ6jvSAW0J4eT1rNGpeAkbuxOa42GxqTax7rwG0%2FwAXgizUAll%2FfoidpUQkH0d5ng0gtgFK2WL589rgZzL3wB%2BvbPBRgf6rizd9MHAzsD0Y8s9WIrIcaaPv4mevWLy3w%2BUy5JwGq24R0mGKrB9LILNSpvMtkr2r5lKdgZwT9OGzqx0ez8D3g5OIM59fqoJYUQAusDH7aKvTgq%2B1e8lFFbSq0w0BsmTjWJnNHz1HMdBN8V6koi%2Bvn8S0L%2Fv9j6Tg43Nscc%2F3bp1%7Ctkp%3ABk9SR5a2x42jYg
135,HP EliteBook 840 G6 Laptop BOOTS Core i5-8265U @1.6GHz 8GB DDR4 RAM NO OS NO SSD,US,119.5,Used,HP,Core i5-8265U,"14""",,,,,,,,,,,,,,https://www.ebay.com/itm/204379593962?hash=item2f95f91cea:g:DhEAAOSw89lkmzPh&amdata=enc%3AAQAIAAAA0LXEXM0nKu1DSjk2FckO2Od%2FiKcSgHeiwdWdO%2FtuBnq8BxkccJhv6rrbr0V5f1OlFLvg5crgxuyyr0CA7%2FWmSdpaNJ2gL6zOXFO4fDzM%2BigRa8ZeNGDQnRU%2BDQV%2BAacRFVafOFR22lu67LgQ0wclMsxa3Xwcc3B5W01bm18a6WsCHKCsaQE%2BFMvcSMl5NcFNMh5GPu3wJCRKNO5LsIaYIYVXg47y4YgGjqLnkphwe76WMOJcAKWy9RSm%2FLrgVK54aTMJ7K0uTTTtELyMVFxuygc%3D%7Ctkp%3ABk9SR5a2x42jYg
136,Dell Latitude E5470 I5-6440HQ 2.6GHz 128GB SSD 8GB Win11Pro PC Laptop No Battery,US,60,Used,Dell,Intel Core i5 6th Gen.,14 in,,8 GB,128 GB,,2.60 GHz,,Notebook/Laptop,,Latitude E5470,Windows 11 Pro,,SSD (Solid State Drive),,https://www.ebay.com/itm/185963972616?hash=item2b4c510808:g:CSAAAOSwf1lknYjJ&amdata=enc%3AAQAIAAAAsClA%2BP5qzSG%2Fs3a0IpRuL2ThMcxb3EKVCfAfIFtWLbkKIQLJNEDQSdTlbIpiPxZiRMWhfN640kat5bu9YQsIBgwRPDPtVCrg4vjb0%2BLInGphSJzVCxfmAp3pBQxBFnwOrRcs65z%2Fkv%2F1Vm6j%2ByunCvYHpyzf6a3ktvzJo5Uyr0riAZp%2FrAnI5HFQr7JQFRLQyxoXx0l9m6Zm%2Fa6OpikiuzaWQ1k4V8ts%2BoyeGCFNLVng%7Ctkp%3ABk9SR5a2x42jYg
137,"Dell Latitude E6430 (Core I5-3320m, 2.6 GHz, 4GB RAM) (NO OS, NO HDD) Grade B",US,26,Used,Intel Core i5 3rd Gen.,14 in,Black,4 GB,,Intel HD Graphics 4000,2.60 GHz,Dell,Latitude,Notebook/Laptop,1366 x 768,Dell Latitude E6430,Not Included,,,,https://www.ebay.com/itm/354866558445?hash=item529fb1f5ed:g:9XkAAOSwI~5klJud&amdata=enc%3AAQAIAAAAsKmTa5nR%2FmVJk%2FqLeZXlU%2BVfFG4wLA%2FzSrNsSYLpRF5%2BB7iDqUDV3oTT1iCacZA7G6HT0xzPBC0KMAxKFK1UXBEBj0051zlpZ52e1CjMOgP3TmO4KQENbVD0pJvtEWa9ykLcAVeEVGnqOUn%2BRw7IwjRYNEiHj7Tcyk7Xe9FMP659Dej8Put7ookUP5nRQ175tKtQkuGQUP974N3zpYoNpXUvesMp%2FZ9ZOqjLbf93MIaX%7Ctkp%3ABk9SR5a2x42jYg
138,"HP Pavilion DV7-6B77DX 17.3"" Laptop Intel Core i7 Processor 6GB Ram 640GB HD",US,174.99,Used,Intel Core i7,17.3 in,,6 GB,,,,HP,Pavilion,Notebook/Laptop,,,,640 GB,,,https://www.ebay.com/itm/364262544501?hash=item54cfbd5475:g:agIAAOSwr7xkZSLI&amdata=enc%3AAQAIAAAA4NzuRmbRdrVHwNX%2BHVduUr6QdjFhNbc8eJ0mG8HIQ7U2cV%2Bvq8nKO02UuQ034tF0JUmqDyyJ6hLbX0xr8MTtcQAVuUnkl9Dit4%2FJmuA1HP3RHqVNiyLwVfXegiHYnfI7LhZbNDG6j7OPI2gItSIM9V%2FXLQqr0ciUnUV1%2FDLdrHAvKAtGH%2FZMshPMcn7oaEuZjKaE1nrt4gfEkVEdUQOSfmRhASUg15tN5SujZ0a7D%2B5qnx%2FqTtvWrXmPzA88%2Bx66ACN1YAfyHIKeyfm%2FjS9rYj8VJGPnBfBfLLgaW2rE3qjc%7Ctkp%3ABk9SR5a2x42jYg
